;date;tweets;transaction_fee;transaction_value;number_of_transaction;blocksize;blocktime;marketcap;price;gas_limit;cny_usd;eur_usd;jpy_usd;gold;Oil;Nasdaq;btc_price
603;9/11/17;19111;0,221;12558;467172;13929;0,232;30416236501;318,067;6718203;0,1506;1,164;0,8812;1.287,50;57,39;6.750,05;7143.580078125
604;10/11/17;23367;0,198;9190;457427;13413;0,229;29702940135;310,542;6715532;0,1505;1,1663;0,8807;1.274,20;56,98;6.750,94;6618.1401367188
605;11/11/17;18178;0,181;9758;394378;12665;0,23;29369801005;306,993;6714315;0,1505;1,1663;0,8807;1.274,20;56,98;6.750,94;6357.6000976563
606;12/11/17;16072;0,212;12242;434380;13233;0,231;29560042908;308,916;6712808;0,1505;1,1663;0,8807;1.274,20;56,98;6.750,94;5950.0698242188
607;13/11/17;16532;0,22;7972;443176;14443;0,231;30127126887;314,775;6714950;0,1505;1,1665;0,88;1.278,90;56,97;6.757,60;6559.490234375
608;14/11/17;18786;0,231;7519;475984;16232;0,235;31349909134;327,483;6714816;0,1507;1,1796;0,8813;1.282,90;55,89;6.737,87;6635.75
609;15/11/17;21696;0,256;10331;540530;16453;0,231;32098363741;335,229;6714993;0,151;1,1791;0,8858;1.277,70;55,52;6.706,21;7315.5400390625
610;16/11/17;22397;0,236;10242;491482;15278;0,234;31462453180;328,519;6714876;0,1508;1,1769;0,8843;1.278,20;55,35;6.793,29;7871.6899414063
611;17/11/17;21023;0,243;10083;508590;15301;0,231;31713058027;331,065;6715914;0,151;1,1793;0,8921;1.296,50;56,71;6.782,79;7708.990234375
612;18/11/17;20267;0,186;9293;459679;14628;0,232;32001862844;334,009;6715508;0,151;1,1793;0,8921;1.296,50;56,71;6.782,79;7790.1499023438
613;19/11/17;18336;0,215;9679;464563;14551;0,23;33973738874;354,514;6714834;0,151;1,1793;0,8921;1.296,50;56,71;6.782,79;8036.490234375
614;20/11/17;20334;0,253;11439;530141;16654;0,233;34573436367;360,695;6713109;0,1507;1,1732;0,8879;1.275,30;56,42;6.790,71;8200.6396484375
615;21/11/17;18427;0,253;11416;524044;16182;0,233;34981362486;364,873;6715338;0,1509;1,1737;0,8892;1.281,70;56,92;6.862,48;8071.259765625
616;22/11/17;21660;0,245;11175;546489;15978;0,231;35137658784;366,425;6716259;0,1512;1,182;0,899;1.292,20;58,02;6.867,36;8253.5498046875
617;23/11/17;21303;0,269;11975;537068;16029;0,233;38196790282;398,242;6715977;0,1519;1,185;0,899;1.287,30;58,38;6.867,36;8038.7700195313
618;24/11/17;23168;0,255;11288;525446;15104;0,231;41268406025;430,176;6713855;0,1515;1,193;0,8964;1.287,30;58,91;6.889,16;8253.6904296875
619;25/11/17;23803;0,241;13450;561139;16194;0,232;44855993821;467,473;6717095;0,1515;1,193;0,8964;1.287,30;58,91;6.889,16;8790.919921875
620;26/11/17;19878;0,3;13222;542484;16099;0,233;44001489073;458,47;6715381;0,1515;1,193;0,8964;1.287,30;58,91;6.889,16;9330.5498046875
621;27/11/17;22763;0,288;15423;608695;22187;0,237;45627484541;475,312;6717512;0,1516;1,1896;0,9001;1.294,40;58,16;6.878,52;9818.349609375
622;28/11/17;20690;0,312;17855;638989;18980;0,236;45199704855;470,756;6717145;0,1514;1,1839;0,8969;1.294,90;58,05;6.912,36;10058.7998046875
623;29/11/17;22704;0,316;19602;663579;18539;0,236;45288337163;471,579;6716943;0,1513;1,1847;0,8933;1.283,70;57,36;6.824,39;9888.6103515625
624;30/11/17;17621;0,281;17113;655457;18059;0,234;41766037566;434,809;6716861;0,1512;1,1902;0,8885;1.274,80;57,45;6.873,97;10233.599609375
625;1/12/17;20472;0,297;15180;622720;18184;0,235;42639294666;443,806;6718817;0,1511;1,1889;0,8919;1.280,20;58,38;6.847,59;10975.599609375
626;2/12/17;17078;0,254;16564;627785;17954;0,238;44409227126;462,131;6720306;0,1511;1,1889;0,8919;1.280,20;58,38;6.847,59;11074.599609375
627;3/12/17;17539;0,275;14311;693808;19326;0,239;45014618691;468,332;6721650;0,1511;1,1889;0,8919;1.280,20;58,38;6.847,59;11323.2001953125
628;4/12/17;20182;0,531;13610;701834;19741;0,254;44584042732;463,753;6722294;0,151;1,1864;0,8894;1.275,50;57,49;6.775,37;11657.2001953125
629;5/12/17;26773;0,789;6560;693090;19800;0,258;44418130738;461,928;6726859;0,151;1,1824;0,888;1.263,00;57,67;6.762,21;11916.7001953125
630;6/12/17;20795;0,856;7912;791746;21174;0,263;42322541738;440,041;6722801;0,1512;1,1795;0,8904;1.264,30;56,03;6.776,38;14291.5
631;7/12/17;17795;1,45;7054;659068;17899;0,248;41060069904;426,822;6730260;0,151;1,1771;0,8842;1.251,40;56,75;6.812,84;17899.69921875
632;8/12/17;15642;1,364;5318;766411;21220;0,248;43447716751;451,546;6735817;0,151;1,1764;0,8811;1.246,50;57,44;6.840,08;16569.400390625
633;9/12/17;15991;1,438;4460;707223;19891;0,248;46019399476;478,17;6777454;0,151;1,1764;0,8811;1.246,50;57,44;6.840,08;15178.2001953125
634;10/12/17;16779;1,199;3986;716575;20864;0,249;43114600712;447,893;7555518;0,151;1,1764;0,8811;1.246,50;57,44;6.840,08;15455.400390625
635;11/12/17;18670;0,862;3691;828899;23554;0,25;44899810709;466,34;7799361;0,1511;1,1768;0,8805;1.245,10;58,05;6.875,08;16936.80078125
636;12/12/17;19909;1,002;8359;872340;25607;0,252;54012651190;560,868;7906762;0,151;1,174;0,8806;1.239,80;57,16;6.862,32;17415.400390625
637;13/12/17;21133;1,055;7785;909631;26216;0,254;63954293831;663,96;7995336;0,1511;1,1825;0,8884;1.246,90;56,59;6.875,80;16408.19921875
638;14/12/17;17654;1,286;9154;942559;26049;0,253;68142979286;707,294;7995365;0,1513;1,1777;0,8897;1.255,30;57,08;6.856,53;16564
639;15/12/17;17991;1,077;7482;904346;26180;0,248;64505123302;669,39;7995378;0,1513;1,1752;0,8881;1.255,80;57,33;6.936,58;17706.900390625
640;16/12/17;12351;1,132;6400;899857;26389;0,249;66840214601;693,475;7996145;0,1513;1,1752;0,8881;1.255,80;57,33;6.936,58;19497.400390625
641;17/12/17;12168;0,959;6601;876574;25965;0,249;69106965679;716,841;7995227;0,1513;1,1752;0,8881;1.255,80;57,33;6.936,58;19140.80078125
642;18/12/17;15597;0,867;6481;984021;27932;0,249;70838974284;734,651;7996603;0,1512;1,1781;0,8884;1.263,70;57,22;6.994,76;19114.19921875
643;19/12/17;15015;1,121;8498;1092234;31463;0,257;79375243088;823,002;7995859;0,1514;1,1838;0,8857;1.262,40;57,56;6.963,85;17776.69921875
644;20/12/17;13441;1,4;10538;986104;27465;0,258;76899483743;797,161;7996312;0,152;1,1869;0,8818;1.267,80;58,13;6.960,96;16624.599609375
645;21/12/17;15059;1,328;9994;1072665;30221;0,259;78056749670;808,987;7997245;0,1519;1,1873;0,8823;1.268,80;58,4;6.965,36;15802.900390625
646;22/12/17;16329;1,013;8886;1103523;29198;0,255;65782554231;681,631;7995981;0,152;1,1857;0,8828;1.277,00;58,54;6.959,96;13831.7998046875
647;23/12/17;15641;0,958;7555;918881;26198;0,242;70389898551;729,214;7995367;0,152;1,1857;0,8828;1.277,00;58,54;6.959,96;14699.2001953125
648;24/12/17;13232;0,894;6491;758234;20519;0,241;63927247334;662,122;7995468;0,152;1,1857;0,8828;1.277,00;58,54;6.959,96;13925.7998046875
649;25/12/17;15591;0,721;5971;752361;21721;0,239;69218567509;716,775;7995920;0,153;1,1868;0,8826;1.277,00;58,59;6.959,96;14026.599609375
650;26/12/17;17175;0,68;8113;813510;22433;0,24;71957597978;744,981;7996823;0,1527;1,1858;0,883;1.285,50;60;6.936,25;16099.7998046875
651;27/12/17;15709;0,679;8345;912752;24734;0,241;72507140004;750,511;7996690;0,1525;1,1886;0,8821;1.288,30;59,69;6.939,34;15838.5
652;28/12/17;16859;0,621;9420;949503;25965;0,245;68391514622;707,761;7996541;0,153;1,1941;0,8857;1.297,20;59,87;6.950,16;14606.5
653;29/12/17;17809;0,682;9953;1090191;29542;0,249;71338211581;738,099;7996704;0,1537;1,1996;0,8873;1.309,30;60,44;6.903,39;14656.2001953125
654;30/12/17;17340;0,603;10121;1136659;29346;0,249;68105733619;704,505;7996467;0,1537;1,1996;0,8873;1.309,30;60,44;6.903,39;12952.2001953125
655;31/12/17;16417;0,664;6898;946927;25040;0,244;69755919958;721,422;7996646;0,1537;1,1996;0,8873;1.309,30;60,44;6.903,39;14156.400390625
656;1/1/18;15766;0,635;6819;908945;24025;0,243;72628656041;750,972;7996099;0,1537;1,2008;0,8875;1.309,30;60,24;6.903,39;13657.2001953125
657;2/1/18;20026;0,776;10312;1153936;30157;0,25;82256249291;850,339;7996534;0,154;1,2057;0,8904;1.316,10;60,38;7.006,90;14982.099609375
658;3/1/18;18783;0,889;10026;1238030;32473;0,26;85854713079;887,35;7997271;0,1537;1,2012;0,8887;1.318,50;61,55;7.065,53;15201
659;4/1/18;21032;1,045;14266;1349890;33681;0,264;92046492741;951,139;7998221;0,154;1,2067;0,8868;1.321,60;61,9;7.077,91;15599.2001953125
660;5/1/18;19525;2,452;14287;1271577;33416;0,27;94886767067;980,277;7997843;0,1541;1,2028;0,8842;1.322,30;61,41;7.136,56;17429.5
661;6/1/18;19427;2,959;12528;1226417;32655;0,266;96489543942;996,619;7998194;0,1541;1,2028;0,8842;1.322,30;61,41;7.136,56;17527
662;7/1/18;20428;2,731;11537;1152722;31266;0,26;1,05E+11;1081;7998061;0,1541;1,2028;0,8842;1.322,30;61,41;7.136,56;16477.599609375
663;8/1/18;8041;2,795;14385;1215473;32502;0,266;1,12E+11;1154;7998440;0,1538;1,1965;0,8841;1.320,40;61,72;7.157,39;15170.099609375
664;9/1/18;24192;2,997;15633;1256240;33037;0,268;1,18E+11;1218;7998237;0,1532;1,1935;0,8875;1.313,70;62,87;7.163,58;14595.400390625
665;10/1/18;25715;4,15;19506;1177685;30646;0,266;1,28E+11;1322;7998394;0,1537;1,1945;0,8973;1.319,30;63,42;7.153,57;14973.2998046875
666;11/1/18;22029;3,269;16489;1173965;31298;0,265;1,19E+11;1225;7998324;0,154;1,2031;0,8987;1.322,50;63,68;7.211,78;13405.7998046875
667;12/1/18;20352;2,569;13834;1118757;30655;0,266;1,2E+11;1236;7998442;0,1548;1,2185;0,9005;1.334,90;64,23;7.261,06;13980.599609375
668;13/1/18;19098;2,772;11005;1179321;31264;0,267;1,31E+11;1356;7998694;0,1548;1,2185;0,9005;1.334,90;64,23;7.261,06;14360.2001953125
669;14/1/18;20603;2,791;31046;1081593;29323;0,256;1,31E+11;1350;7998479;0,1548;1,2185;0,9005;1.334,90;64,28;7.261,06;13772
670;15/1/18;24552;2,459;12945;1206420;31846;0,265;1,29E+11;1332;7999213;0,1553;1,2261;0,9045;1.337,10;64,73;7.261,06;13819.7998046875
671;16/1/18;24678;1,98;13569;1277936;32767;0,261;1,1E+11;1135;7998961;0,1552;1,2259;0,9052;1.337,10;63,67;7.223,69;11490.5
672;17/1/18;23671;1,548;11980;1277083;32427;0,258;92721052334;955,432;7998965;0,1554;1,2184;0,8986;1.339,20;63,92;7.298,28;11188.599609375
673;18/1/18;20980;1,868;11963;1205184;31705;0,259;1,01E+11;1046;7999398;0,1557;1,2237;0,8998;1.327,20;63,89;7.296,05;11474.900390625
674;19/1/18;14776;1,878;9200;1043257;28846;0,253;1,02E+11;1050;7998880;0,1562;1,222;0,9026;1.333,10;63,31;7.336,38;11607.400390625
675;20/1/18;20334;2,029;8920;984489;27414;0,245;1,09E+11;1124;7998943;0,1562;1,222;0,9026;1.333,10;63,31;7.336,38;12899.2001953125
676;21/1/18;25700;1,429;8051;1006530;26798;0,248;1,06E+11;1086;7998945;0,1562;1,222;0,9026;1.333,10;63,31;7.336,38;11600.099609375
677;22/1/18;31778;1,265;9454;972911;25864;0,245;99929199561;1029;7998628;0,1562;1,226;0,9015;1.331,90;63,57;7.408,03;10931.400390625
678;23/1/18;23289;1,527;9140;928494;25079;0,244;95741837283;985,307;7998364;0,1562;1,2297;0,9065;1.336,70;64,31;7.460,29;10868.400390625
679;24/1/18;24026;1,437;9579;913668;24566;0,242;98733586602;1016;7998790;0,157;1,2406;0,9154;1.356,30;65,36;7.415,06;11359.400390625
680;25/1/18;19995;1,438;5577;788515;23671;0,244;1,04E+11;1071;7998366;0,1582;1,2395;0,9139;1.362,90;65,37;7.411,16;11259.400390625
681;26/1/18;18376;1,055;10966;953429;26059;0,244;1,02E+11;1050;7998293;0,1582;1,2419;0,9197;1.352,10;65,97;7.505,77;11171.400390625
682;27/1/18;16311;1,061;8354;831889;22451;0,24;1,05E+11;1081;7998084;0,1582;1,2419;0,9197;1.352,10;65,97;7.505,77;11440.7001953125
683;28/1/18;19854;1,187;9790;889104;24197;0,239;1,16E+11;1188;7998118;0,1582;1,2419;0,9197;1.352,10;65,97;7.505,77;11786.2998046875
684;29/1/18;27029;1,62;10128;936845;25248;0,243;1,16E+11;1190;7998334;0,1578;1,2381;0,9178;1.340,30;65,39;7.466,51;11296.400390625
685;30/1/18;25156;1,336;10687;906578;25224;0,245;1,11E+11;1140;7998034;0,1581;1,24;0,9192;1.337,20;64,35;7.402,48;10106.2998046875
686;31/1/18;24375;1,34;10310;877284;24902;0,245;1,07E+11;1100;7998107;0,159;1,242;0,9156;1.340,40;64,56;7.411,48;10221.099609375
687;1/2/18;27648;1,708;9134;1008759;26328;0,249;1,08E+11;1111;7997985;0,1588;1,2508;0,9139;1.345,00;65,55;7.385,86;9170.5400390625
688;2/2/18;27240;1,14;10556;980918;26185;0,246;90611716721;930,55;7997566;0,1587;1,246;0,9081;1.334,60;65,07;7.240,95;8830.75
689;3/2/18;23291;1,043;7328;814486;22592;0,241;93229129977;957,23;7997718;0,1587;1,246;0,9081;1.334,60;65,07;7.240,95;9174.91015625
690;4/2/18;20690;0,958;5764;800865;22745;0,242;88494286504;908,425;7997955;0,1587;1,246;0,9081;1.334,60;65,07;7.240,95;8277.009765625
691;5/2/18;19944;0,775;6394;875761;24175;0,239;75701382956;776,937;7997493;0,159;1,2367;0,9164;1.333,80;63,83;6.967,53;6955.2700195313
692;6/2/18;25671;0,708;6818;888219;24934;0,243;66230343804;679,592;7997730;0,1592;1,2376;0,9126;1.326,90;63,11;7.115,88;7754
693;7/2/18;27259;0,83;6866;818625;22972;0,244;77890086430;799,065;7997852;0,1595;1,2262;0,9146;1.312,20;61,55;7.051,98;7621.2998046875
694;8/2/18;36694;0,783;4368;681344;20093;0,24;79452376463;814,922;7997334;0,158;1,2245;0,9195;1.316,50;60,94;6.777,16;8265.58984375
695;9/2/18;30593;0,74;5432;789807;22095;0,243;81189225006;832,564;7997095;0,1588;1,2233;0,919;1.313,30;58,99;6.874,49;8736.98046875
696;10/2/18;28917;0,783;5939;848390;22121;0,239;84978678465;871,238;7997319;0,1588;1,2233;0,919;1.313,30;58,99;6.874,49;8621.900390625
697;11/2/18;32759;0,69;4266;773496;20982;0,242;80525624658;825,413;7996376;0,1588;1,2233;0,919;1.313,30;58,99;6.874,49;8129.9702148438
698;12/2/18;33918;0,665;4819;829020;22178;0,242;83670756726;857,472;7997134;0,158;1,2291;0,9202;1.324,00;59,08;6.981,96;8926.5703125
699;13/2/18;22321;0,717;7321;745761;20434;0,241;82660316000;846,939;7996573;0,1577;1,235;0,9274;1.328,00;59,03;7.013,51;8598.3095703125
700;14/2/18;22594;0,761;5801;746384;21848;0,246;86352327514;884,586;7996785;0,1575;1,2448;0,9343;1.355,60;60,51;7.143,61;9494.6298828125
701;15/2/18;23780;0,761;6601;777318;21805;0,241;91043036364;932,44;7996112;0,1575;1,2505;0,9422;1.352,90;61,17;7.256,43;10166.400390625
702;16/2/18;28104;0,798;5774;704758;20711;0,242;91281706261;934,689;7996526;0,1575;1,2404;0,9405;1.353,70;61,55;7.239,47;10233.900390625
703;17/2/18;25693;0,849;5244;772079;21891;0,239;94337659706;965,778;7996281;0,1575;1,2404;0,9405;1.353,70;61,55;7.239,47;11112.7001953125
704;18/2/18;20198;0,957;5199;756092;20735;0,241;92290861677;944,627;7996018;0,1575;1,2404;0,9405;1.353,70;61,72;7.239,47;10551.7998046875
705;19/2/18;20588;0,761;4425;811384;21811;0,244;91993045565;941,382;7996493;0,1575;1,2407;0,938;1.331,20;62,38;7.239,47;11225.2998046875
706;20/2/18;20527;0,79;4719;886897;24413;0,248;91834522825;939,564;7996977;0,1575;1,2336;0,9315;1.328,90;61,79;7.234,31;11403.7001953125
707;21/2/18;19990;0,758;4452;850504;23307;0,246;84999573631;869,451;7997205;0,1575;1,2282;0,9277;1.329,80;61,52;7.218,23;10690.400390625
708;22/2/18;18182;0,671;6186;761893;21747;0,245;81301969209;831,455;7996379;0,1575;1,2329;0,9366;1.330,40;62,6;7.210,09;10005
709;23/2/18;19705;0,723;3644;733084;20793;0,243;82774315264;846,334;7997181;0,1578;1,2293;0,9355;1.327,90;63,41;7.337,39;10301.099609375
710;24/2/18;16638;0,722;3352;732861;21265;0,246;82613895922;844,517;7997429;0,1578;1,2293;0,9355;1.327,90;63,41;7.337,39;9813.0703125
711;25/2/18;17403;0,668;2290;690582;20566;0,246;82231628148;840,435;7996610;0,1578;1,2293;0,9355;1.327,90;63,41;7.337,39;9664.73046875
712;26/2/18;18244;0,638;2882;737453;21652;0,248;84314315431;861,542;7997155;0,1583;1,2316;0,935;1.330,30;63,77;7.421,46;10366.7001953125
713;27/2/18;19739;0,715;1964;694583;20964;0,246;86090041839;879,503;7996273;0,1583;1,2231;0,9315;1.318,60;62,9;7.330,35;10725.599609375
714;28/2/18;21019;0,905;1898;720368;21593;0,244;85236835935;870,604;7997168;0,158;1,2193;0,9374;1.317,90;61,47;7.273,01;10397.900390625
715;1/3/18;18033;0,723;2159;684404;20663;0,245;84855644431;866,53;7996704;0,1573;1,2267;0,9412;1.305,20;60,8;7.180,56;10951
716;2/3/18;19374;0,852;1809;744666;22550;0,244;84595123352;863,687;7997108;0,1576;1,2317;0,9454;1.323,40;61,09;7.257,87;11086.400390625
717;3/3/18;null;0,651;1334;673465;21173;0,242;84418594295;861,705;7996663;0,1576;1,2317;0,9454;1.323,40;61,09;7.257,87;11489.7001953125
718;4/3/18;null;0,736;1433;643241;20794;0,245;83732003906;854,52;7997235;0,1576;1,2317;0,9454;1.323,40;61,09;7.257,87;11512.599609375
719;5/3/18;null;0,726;1812;752756;22566;0,245;84501865705;862,198;7996637;0,1575;1,2335;0,9414;1.319,90;62,39;7.330,70;11573.2998046875
720;6/3/18;null;0,604;2290;712591;21623;0,244;81701615333;833,453;7997133;0,1585;1,2402;0,9422;1.335,20;62,45;7.372,01;10779.900390625
721;7/3/18;null;0,609;1987;783757;22824;0,243;76703072706;782,297;7997476;0,1581;1,2412;0,9426;1.327,60;61,02;7.396,65;9965.5703125
722;8/3/18;null;0,579;1797;690139;21478;0,246;72489914329;739,174;7997092;0,1577;1,231;0,9415;1.321,70;60,06;7.427,95;9395.009765625
723;9/3/18;null;0,529;1920;650058;20374;0,244;67312296614;686,236;7997539;0,1579;1,2305;0,9362;1.324,00;61,92;7.560,81;9337.5498046875
724;10/3/18;null;0,487;1400;591377;18862;0,244;71048434139;724,174;7997158;0,1579;1,2305;0,9362;1.324,00;61,92;7.560,81;8866
725;11/3/18;null;0,417;1257;608899;18612;0,242;68900083226;702,129;7996944;0,1579;1,2305;0,9362;1.324,00;61,92;7.560,81;9578.6298828125
726;12/3/18;null;0,542;1580;677908;21668;0,247;70178706340;715,011;7996625;0,158;1,2332;0,9396;1.320,80;61,33;7.588,32;9205.1201171875
727;13/3/18;null;0,389;2715;699093;20946;0,246;68236645290;695,08;7997047;0,1582;1,2389;0,9382;1.327,10;60,75;7.511,01;9194.849609375
728;14/3/18;null;0,415;1902;671198;20106;0,246;64885765658;660,81;7996306;0,1583;1,2365;0,9405;1.325,60;61,02;7.496,81;8269.8095703125
729;15/3/18;null;0,362;1732;654531;20056;0,245;59143425176;602,203;7997122;0,1582;1,2304;0,9402;1.317,80;61,25;7.481,74;8300.8603515625
730;16/3/18;null;0,392;1293;654584;19502;0,243;59883220899;609,608;7996821;0,1578;1,2287;0,9435;1.312,30;62,41;7.481,99;8338.349609375
731;17/3/18;null;0,308;1220;593203;17376;0,246;57571921787;585,957;7996541;0,1578;1,2287;0,9435;1.312,30;62,41;7.481,99;7916.8798828125
732;18/3/18;null;0,27;2130;683964;20197;0,243;49985114938;508,635;7996742;0,1578;1,2287;0,9435;1.312,30;62,41;7.481,99;8223.6796875
733;19/3/18;null;0,289;1787;703891;20642;0,242;53027486741;539,482;7996874;0,1579;1,2333;0,9424;1.317,80;62,13;7.344,24;8630.650390625
734;20/3/18;null;0,312;1573;661791;20067;0,242;53513271652;544,311;7996569;0,1578;1,224;0,9386;1.311,90;63,54;7.364,30;8913.4697265625
735;21/3/18;null;0,361;1453;697872;20630;0,243;55996595267;569,452;7996538;0,1582;1,2336;0,9428;1.321,50;64,95;7.345,28;8929.2802734375
736;22/3/18;null;0,378;1372;619453;17883;0,239;53960334280;548,63;7996860;0,1579;1,23;0,9498;1.327,40;64,18;7.166,68;8728.4697265625
737;23/3/18;null;0,348;1565;677103;18847;0,241;51520450436;523,716;7996364;0,1583;1,2351;0,9546;1.349,90;65,71;6.992,67;8879.6201171875
738;24/3/18;null;0,334;1051;613203;16599;0,238;52890487286;537,53;7995834;0,1583;1,2351;0,9546;1.349,90;65,71;6.992,67;8668.1201171875
739;25/3/18;null;0,332;984,965;526372;14982;0,239;51436180932;522,642;7996187;0,1583;1,2351;0,9546;1.349,90;65,71;6.992,67;8495.7802734375
740;26/3/18;null;0,347;1559;626615;17841;0,24;49216056777;499,98;7995999;0,1594;1,2442;0,9486;1.355,00;65,41;7.220,54;8209.400390625
741;27/3/18;null;0,286;1974;584055;17230;0,243;45655586609;463,714;7996119;0,1592;1,2401;0,9491;1.342,00;65,18;7.008,81;7833.0400390625
742;28/3/18;null;0,286;1919;579858;17283;0,242;44482073402;451,701;7995329;0,1588;1,2307;0,9358;1.326,90;64,35;6.949,23;7954.4799804688
743;29/3/18;null;0,276;1831;583673;17508;0,245;40854716330;414,781;7996294;0,159;1,2301;0,9395;1.324,30;64,87;7.063,44;7165.7001953125
744;30/3/18;null;0,215;1414;633616;18457;0,243;37934889110;385,057;7995868;0,1593;1,2321;0,9408;1.324,30;64,87;7.063,44;6890.5200195313
745;31/3/18;null;0,193;1035;584396;17025;0,238;39584150435;401,714;7995317;0,1593;1,2321;0,9408;1.324,30;64,87;7.063,44;6973.5297851563
746;1/4/18;null;0,176;890,443;545141;15893;0,239;37700551915;382,52;7995829;0,1593;1,2321;0,9408;1.324,30;64,87;7.063,44;6844.2299804688
747;2/4/18;null;0,199;928,532;598505;16871;0,236;38023384110;385,716;7995427;0,1593;1,23;0,9442;1.343,90;62,99;6.870,12;7083.7998046875
748;3/4/18;null;0,207;1042;645924;19077;0,24;39604196338;401,669;7995928;0,159;1,2269;0,9379;1.334,20;63,46;6.941,28;7456.1098632813
749;4/4/18;null;0,176;979,229;628441;18676;0,24;38608915576;391,494;7996559;0,1586;1,2277;0,9364;1.337,10;63,33;7.042,11;6853.83984375
750;5/4/18;null;0,266;705,659;695871;19496;0,238;37350512055;378,655;7995770;0,1586;1,2238;0,9312;1.325,50;63,54;7.076,55;6811.4702148438
751;6/4/18;null;0,203;757,761;647981;17769;0,238;36754653853;372,537;7995448;0,1586;1,2281;0,935;1.333,10;62,1;6.915,11;6636.3198242188
752;7/4/18;25319;0,174;633,052;535865;15831;0,238;37963458081;384,71;7995610;0,1586;1,2281;0,935;1.333,10;62,1;6.915,11;6911.08984375
753;8/4/18;21190;0,188;828,995;595733;17233;0,238;39047918321;395,618;7995932;0,1586;1,2281;0,935;1.333,10;62,1;6.915,11;7023.5200195313
754;9/4/18;25309;0,204;1034;609799;18630;0,24;39928719786;404,459;7995328;0,1585;1,2319;0,9365;1.337,10;63,43;6.950,34;6770.7299804688
755;10/4/18;25856;0,207;893,723;571388;17582;0,237;39804087542;403,112;7994995;0,1592;1,2354;0,9327;1.342,90;65,44;7.094,30;6834.759765625
756;11/4/18;25379;0,225;1024;609102;18496;0,242;41486276932;420,062;7995464;0,1595;1,2365;0,9362;1.356,90;66,74;7.069,03;6968.3198242188
757;12/4/18;24696;0,246;1474;692606;21244;0,244;44508460618;450,571;7996310;0,1589;1,2325;0,9315;1.338,70;66,95;7.140,25;7889.25
758;13/4/18;22292;0,306;1538;730344;21136;0,243;49878823304;504,831;7995802;0,1593;1,2329;0,9314;1.344,70;67,33;7.106,65;7895.9599609375
759;14/4/18;17926;0,26;795,363;611188;18148;0,243;49597940327;501,885;7995440;0,1593;1,2329;0,9314;1.344,70;67,33;7.106,65;7986.240234375
760;15/4/18;17958;0,246;982,722;619985;18672;0,242;51417442513;520,189;7995513;0,1593;1,2329;0,9314;1.344,70;67,33;7.106,65;8329.1103515625
761;16/4/18;22923;0,257;1078;664402;20768;0,243;50623928497;512,054;7996201;0,1593;1,2378;0,9334;1.347,50;66,2;7.156,28;8058.669921875
762;17/4/18;22251;0,248;998,505;742823;22300;0,247;50635139774;512,062;7996298;0,1592;1,237;0,9344;1.346,30;66,51;7.281,10;7902.08984375
763;18/4/18;20823;0,309;1281;703293;22474;0,248;50930832634;514,947;7997089;0,1593;1,2372;0,9325;1.350,20;68,47;7.295,24;8163.419921875
764;19/4/18;21853;0,297;1212;814318;25206;0,248;53778105432;543,621;7996634;0,1593;1,2344;0,9312;1.345,40;68,33;7.238,06;8294.3095703125
765;20/4/18;22322;0,313;1530;832220;26386;0,252;57857913984;584,742;7996506;0,1588;1,2286;0,9287;1.334,90;68,4;7.146,13;8845.830078125
766;21/4/18;26416;0,282;1377;746104;21672;0,245;59845674749;604,706;7997111;0,1588;1,2286;0,9287;1.334,90;68,4;7.146,13;8895.580078125
767;22/4/18;24244;0,297;1048;748858;23074;0,244;61629834069;622,605;7996738;0,1588;1,2286;0,9287;1.334,90;68,4;7.146,13;8802.4599609375
768;23/4/18;32778;0,311;2464;802870;24241;0,249;63312973034;639,477;7996422;0,1583;1,2207;0,9198;1.320,60;68,47;7.128,60;8930.8798828125
769;24/4/18;39034;0,404;2297;816286;25602;0,252;68281391633;689,517;7996819;0,1585;1,223;0,9189;1.329,70;67,57;7.007,35;9697.5
770;25/4/18;32277;0,367;2034;799014;25145;0,248;63795842709;644,087;7997113;0,158;1,2159;0,9137;1.319,50;67,92;7.003,74;8845.740234375
771;26/4/18;28012;0,369;1613;793873;24705;0,245;62535596490;631,231;7996732;0,1578;1,2101;0,9147;1.314,60;68,08;7.118,68;9281.509765625
772;27/4/18;23927;0,424;1833;764479;24120;0,252;65946316655;665,522;7996686;0,1579;1,2128;0,9169;1.323,40;67,98;7.119,80;8987.0498046875
773;28/4/18;20707;0,453;1568;775321;24555;0,252;67051412866;676,536;7996023;0,1579;1,2128;0,9169;1.323,40;67,98;7.119,80;9348.48046875
774;29/4/18;22899;0,494;1502;756651;24654;0,247;67838614300;684,336;7996692;0,1579;1,2128;0,9169;1.323,40;67,98;7.119,80;9419.080078125
775;30/4/18;21235;0,497;1767;778133;25891;0,252;67691294607;682,708;7996668;0,1579;1,2077;0,9146;1.319,20;68,48;7.066,27;9240.5498046875
776;1/5/18;22345;0,41;1737;713839;24618;0,256;65256122565;658,012;7996009;0,1579;1,1993;0,9101;1.306,80;67,13;7.130,70;9119.009765625
777;2/5/18;22845;0,411;2302;787722;25626;0,252;67338243910;678,864;7996979;0,1572;1,195;0,9102;1.305,60;67,77;7.100,90;9235.919921875
778;3/5/18;21888;0,498;2509;839586;26338;0,253;72834612159;734,123;7996969;0,1573;1,1987;0,9157;1.312,70;68,26;7.088,15;9743.8603515625
